Graduating Class,Fall Freshman Year,District,District Name,Graduates,Total Cohort,Graduation Rate,Graduation Rate Category
2019,2015,2369,Fremont-Mills,34,36,94.44,90.1 - 100%
2019,2015,4890,Okoboji,68,72,94.44,90.1 - 100%
2019,2015,5895,Seymour,17,18,94.44,90.1 - 100%
2019,2015,5994,Sibley-Ocheyedan,51,54,94.44,90.1 - 100%
2019,2015,7002,Whiting,17,18,94.44,90.1 - 100%
2019,2015,3978,East Mills,33,35,94.29,90.1 - 100%
2019,2015,6003,Sidney,49,52,94.23,90.1 - 100%
2019,2015,5310,Postville,32,34,94.12,90.1 - 100%
2019,2015,3150,Iowa Falls,95,101,94.06,90.1 - 100%
2019,2015,4203,Mediapolis,63,67,94.03,90.1 - 100%
2019,2015,1602,Danville,47,50,94.00,90.1 - 100%
2019,2015,2977,Highland,47,50,94.00,90.1 - 100%
2019,2015,6100,South Winneshiek,47,50,94.00,90.1 - 100%
2019,2015,3420,Lake Mills,45,48,93.75,90.1 - 100%
2019,2015,3841,Louisa-Muscatine,60,64,93.75,90.1 - 100%
2019,2015,4212,Melcher-Dallas,15,16,93.75,90.1 - 100%
2019,2015,0657,Eddyville-Blakesburg-,74,79,93.67,90.1 - 100%
2019,2015,1079,Central Lee,74,79,93.67,90.1 - 100%
2019,2015,1206,Clarion-Goldfield-Dows,74,79,93.67,90.1 - 100%
2019,2015,2007,Eldora-New Providence,73,78,93.59,90.1 - 100%
2019,2015,6957,West Des Moines,620,664,93.37,90.1 - 100%
2019,2015,0441,AHSTW,56,60,93.33,90.1 - 100%
2019,2015,0540,BCLUW,56,60,93.33,90.1 - 100%
2019,2015,4978,Orient-Macksburg,14,15,93.33,90.1 - 100%
2019,2015,4131,Mason City,245,263,93.16,90.1 - 100%
2019,2015,2556,Graettinger-Terril,27,29,93.10,90.1 - 100%
2019,2015,0936,Camanche,65,70,92.86,90.1 - 100%
2019,2015,1218,Clay Central-Everly,26,28,92.86,90.1 - 100%
2019,2015,1968,East Marshall,52,56,92.86,90.1 - 100%
2019,2015,4491,Moravia,26,28,92.86,90.1 - 100%
2019,2015,6937,West Burlington Ind,65,70,92.86,90.1 - 100%
2019,2015,7092,Woodbine,26,28,92.86,90.1 - 100%
2019,2015,1337,College,330,356,92.70,90.1 - 100%
2019,2015,1221,Clear Creek Amana,133,144,92.36,90.1 - 100%
2019,2015,2766,H-L-V,24,26,92.31,90.1 - 100%
2019,2015,0918,Calamus-Wheatland,47,51,92.16,90.1 - 100%
2019,2015,6990,West Sioux,47,51,92.16,90.1 - 100%
2019,2015,4788,Northwood-Kensett,35,38,92.11,90.1 - 100%
2019,2015,6102,Spencer,127,138,92.03,90.1 - 100%
2019,2015,3942,Madrid,46,50,92.00,90.1 - 100%
2019,2015,5184,Perry,124,135,91.85,90.1 - 100%
2019,2015,2124,Estherville Lincoln,78,85,91.76,90.1 - 100%
2019,2015,0171,Alta-Aurelia,44,48,91.67,90.1 - 100%
2019,2015,5949,Sheldon,88,96,91.67,90.1 - 100%
2019,2015,1071,Centerville,86,94,91.49,90.1 - 100%
2019,2015,4527,Mount Ayr,43,47,91.49,90.1 - 100%
2019,2015,2502,Gladbrook-Reinbeck,42,46,91.30,90.1 - 100%
2019,2015,4536,Mount Pleasant,147,161,91.30,90.1 - 100%
2019,2015,3060,Humboldt,94,103,91.26,90.1 - 100%
2019,2015,1152,Cherokee,62,68,91.18,90.1 - 100%
2019,2015,4785,North Tama County,31,34,91.18,90.1 - 100%
2019,2015,6098,South Tama County,103,113,91.15,90.1 - 100%
2019,2015,2862,Hartley-Melvin-Sanborn,41,45,91.11,90.1 - 100%
2019,2015,1503,Creston,91,100,91.00,90.1 - 100%
2019,2015,3816,Lone Tree,30,33,90.91,90.1 - 100%
2019,2015,4518,Moulton-Udell,10,11,90.91,90.1 - 100%
2019,2015,1701,Denison,169,186,90.86,90.1 - 100%
2019,2015,6768,Washington,129,142,90.85,90.1 - 100%
2019,2015,4149,MOC-Floyd Valley,86,95,90.53,90.1 - 100%
2019,2015,2169,Fairfield,105,116,90.52,90.1 - 100%
2019,2015,0729,Boone,152,168,90.48,90.1 - 100%
2019,2015,3141,Iowa City,899,995,90.35,90.1 - 100%
2019,2015,6512,Twin Cedars,28,31,90.32,90.1 - 100%
2019,2015,0126,Algona,102,113,90.27,90.1 - 100%
2019,2015,4725,Newton,200,222,90.09,90.1 - 100%
2019,2015,1116,Charles City,108,120,90.00,80.1 - 90%
2019,2015,3691,North Cedar,63,70,90.00,80.1 - 90%
2019,2015,5510,Riverside,36,40,90.00,80.1 - 90%
2019,2015,1965,Easton Valley,35,39,89.74,80.1 - 90%
2019,2015,3312,Keokuk,122,136,89.71,80.1 - 90%
2019,2015,6408,Tipton,59,66,89.39,80.1 - 90%
2019,2015,4774,North Fayette Valley,67,75,89.33,80.1 - 90%
2019,2015,2088,Emmetsburg,49,55,89.09,80.1 - 90%
2019,2015,1863,Dubuque,689,779,88.45,80.1 - 90%
2019,2015,1926,Durant,45,51,88.24,80.1 - 90%
2019,2015,2322,Fort Madison,126,143,88.11,80.1 - 90%
2019,2015,1211,Clarke,81,92,88.04,80.1 - 90%
2019,2015,4777,North Linn,51,58,87.93,80.1 - 90%
2019,2015,6012,Sigourney,36,41,87.80,80.1 - 90%
2019,2015,0081,Albia,63,72,87.50,80.1 - 90%
2019,2015,6930,West Branch,56,64,87.50,80.1 - 90%
2019,2015,4033,Maple Valley-Anthon Oto,48,55,87.27,80.1 - 90%
2019,2015,3195,Greene County,61,70,87.14,80.1 - 90%
2019,2015,1970,East Union,27,31,87.10,80.1 - 90%
2019,2015,1368,Columbus,40,46,86.96,80.1 - 90%
2019,2015,4271,Mid-Prairie,66,76,86.84,80.1 - 90%
2019,2015,5049,Ottumwa,253,292,86.64,80.1 - 90%
2019,2015,1476,Council Bluffs,466,538,86.62,80.1 - 90%
2019,2015,4104,Marshalltown,289,335,86.27,80.1 - 90%
2019,2015,5283,Pocahontas Area,62,72,86.11,80.1 - 90%
2019,2015,1278,Clinton,194,226,85.84,80.1 - 90%
2019,2015,2295,Forest City,78,91,85.71,80.1 - 90%
2019,2015,2709,Grinnell-Newburg,107,125,85.60,80.1 - 90%
2019,2015,0234,Anamosa,82,96,85.42,80.1 - 90%
2019,2015,4869,Oelwein,84,99,84.85,80.1 - 90%
2019,2015,6039,Sioux City,797,943,84.52,80.1 - 90%
2019,2015,0576,Belle Plaine,42,50,84.00,80.1 - 90%
2019,2015,6471,Tripoli,25,30,83.33,80.1 - 90%
2019,2015,6795,Waterloo,553,667,82.91,80.1 - 90%
2019,2015,1737,Des Moines Independent,1859,2247,82.73,80.1 - 90%
2019,2015,4505,Mormon Trail,14,17,82.35,80.1 - 90%
2019,2015,6030,Sioux Center,78,95,82.11,80.1 - 90%
2019,2015,4581,Muscatine,283,345,82.03,80.1 - 90%
2019,2015,2313,Fort Dodge,196,239,82.01,80.1 - 90%
